Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
28-08-2025,Thursday,17:43,Burglary,Poor,Medium,High,57,Moderate,28.462773,77.510918
20-02-2026,Friday,11:28,Theft,Poor,High,High,41,Moderate,28.471144,77.491885
03-05-2025,Saturday,21:03,Robbery,Poor,Medium,High,64,Unsafe,28.460076,77.485338
10-09-2025,Wednesday,00:54,Robbery,Good,Low,Low,74,Unsafe,28.463887,77.48803
04-01-2026,Sunday,12:21,Other,Good,High,Medium,29,Safe,28.459465,77.493063
10-12-2025,Wednesday,17:47,Harassment,Good,Medium,Low,48,Moderate,28.466839,77.511698
05-11-2025,Wednesday,09:39,Burglary,Moderate,Medium,Medium,54,Moderate,28.463308,77.493754
30-05-2025,Friday,00:53,Other,Moderate,Low,Medium,59,Moderate,28.468688,77.485459
15-05-2025,Thursday,05:09,Harassment,Good,Low,Low,66,Unsafe,28.478608,77.498352
10-03-2026,Tuesday,19:53,Other,Good,Low,Low,54,Moderate,28.466984,77.505739
09-11-2025,Sunday,11:02,Robbery,Good,High,Medium,44,Moderate,28.471067,77.506595
24-07-2025,Thursday,05:38,Harassment,Moderate,High,High,48,Moderate,28.477054,77.490437
17-04-2025,Thursday,22:27,Theft,Moderate,High,Medium,43,Moderate,28.456523,77.50535
29-03-2026,Sunday,04:57,Theft,Good,High,High,38,Moderate,28.471948,77.507831
02-08-2025,Saturday,18:14,Assault,Moderate,High,Medium,55,Moderate,28.468532,77.494009
21-08-2025,Thursday,19:44,Robbery,Moderate,Medium,Medium,61,Unsafe,28.469602,77.500092
07-01-2026,Wednesday,11:24,Assault,Good,High,High,45,Moderate,28.459863,77.496295
16-02-2026,Monday,00:06,Robbery,Moderate,Low,Low,80,Unsafe,28.462223,77.499537
25-03-2026,Wednesday,19:06,Assault,Moderate,Low,Low,80,Unsafe,28.47461,77.492987
11-01-2026,Sunday,01:07,Robbery,Moderate,Medium,Low,72,Unsafe,28.456703,77.48942
23-10-2025,Thursday,17:39,Theft,Good,Medium,High,34,Moderate,28.473286,77.50073
22-10-2025,Wednesday,02:27,Harassment,Moderate,Low,Medium,66,Unsafe,28.473321,77.492225
11-07-2025,Friday,23:12,Robbery,Moderate,Low,Medium,69,Unsafe,28.455414,77.510516
17-01-2026,Saturday,13:37,Assault,Good,Low,Medium,63,Unsafe,28.477863,77.504349
26-01-2026,Monday,16:48,Harassment,Good,High,Low,42,Moderate,28.455073,77.500926
21-12-2025,Sunday,21:07,Burglary,Moderate,Low,High,63,Unsafe,28.459931,77.502419
17-07-2025,Thursday,04:09,Assault,Moderate,High,Medium,65,Unsafe,28.477073,77.503061
10-03-2026,Tuesday,14:00,Theft,Moderate,Medium,Low,50,Moderate,28.479743,77.507267
07-08-2025,Thursday,09:40,Burglary,Poor,Medium,Low,67,Unsafe,28.468104,77.503266
28-11-2025,Friday,06:23,Robbery,Poor,High,Low,63,Unsafe,28.477801,77.512398
08-03-2026,Sunday,02:54,Burglary,Good,Medium,Medium,58,Moderate,28.476593,77.503479
12-01-2026,Monday,09:59,Harassment,Moderate,High,Low,48,Moderate,28.475466,77.501179
27-08-2025,Wednesday,12:47,Other,Moderate,Medium,Low,47,Moderate,28.464203,77.489251
24-09-2025,Wednesday,04:29,Assault,Good,Medium,Low,71,Unsafe,28.460682,77.488907
12-07-2025,Saturday,22:35,Burglary,Good,Medium,Low,59,Moderate,28.466353,77.49732
01-01-2026,Thursday,02:11,Robbery,Good,High,High,50,Moderate,28.479759,77.495281
11-09-2025,Thursday,15:24,Assault,Moderate,High,High,51,Moderate,28.456172,77.510715
14-06-2025,Saturday,08:55,Other,Good,High,High,25,Safe,28.471621,77.495842
17-01-2026,Saturday,16:45,Assault,Moderate,Medium,Low,67,Unsafe,28.4785,77.486485
26-05-2025,Monday,06:31,Assault,Poor,Medium,Low,74,Unsafe,28.471094,77.498265
07-05-2025,Wednesday,23:03,Other,Moderate,Medium,Low,52,Moderate,28.45813,77.503958
22-02-2026,Sunday,09:17,Other,Moderate,Medium,Low,47,Moderate,28.459496,77.491861
08-04-2025,Tuesday,21:42,Theft,Poor,High,High,46,Moderate,28.474766,77.500812
20-04-2025,Sunday,02:57,Burglary,Poor,High,High,61,Unsafe,28.47622,77.498519
17-08-2025,Sunday,13:49,Burglary,Poor,Medium,High,57,Moderate,28.464177,77.486811
01-12-2025,Monday,13:42,Assault,Good,Medium,High,51,Moderate,28.478838,77.49344
10-03-2026,Tuesday,00:18,Burglary,Good,Low,High,62,Unsafe,28.478007,77.507091
30-07-2025,Wednesday,17:29,Robbery,Good,Low,Low,64,Unsafe,28.465549,77.485582
06-10-2025,Monday,06:20,Robbery,Good,Medium,Medium,50,Moderate,28.461641,77.513774
05-03-2026,Thursday,13:58,Burglary,Poor,Low,High,65,Unsafe,28.469178,77.494815
08-11-2025,Saturday,04:06,Robbery,Good,High,Medium,54,Moderate,28.472934,77.49522
23-01-2026,Friday,15:50,Robbery,Poor,Low,Medium,71,Unsafe,28.473992,77.494266
17-04-2025,Thursday,19:29,Robbery,Good,Medium,High,51,Moderate,28.460686,77.510555
15-12-2025,Monday,10:13,Harassment,Moderate,High,Low,48,Moderate,28.464912,77.506285
02-04-2026,Thursday,17:37,Other,Poor,High,Medium,42,Moderate,28.46983,77.512534
06-01-2026,Tuesday,15:37,Harassment,Good,High,Low,42,Moderate,28.45721,77.510758
17-06-2025,Tuesday,06:05,Theft,Poor,High,High,41,Moderate,28.467422,77.503264
10-10-2025,Friday,12:27,Robbery,Good,High,Medium,44,Moderate,28.467495,77.495882
01-06-2025,Sunday,00:13,Robbery,Moderate,Medium,High,62,Unsafe,28.455052,77.502005
21-06-2025,Saturday,12:06,Other,Poor,Low,High,52,Moderate,28.478898,77.485494
23-07-2025,Wednesday,13:02,Robbery,Moderate,Low,Low,70,Unsafe,28.455969,77.494222
23-04-2025,Wednesday,04:26,Assault,Poor,Low,High,82,Unsafe,28.471218,77.491638
09-08-2025,Saturday,17:18,Assault,Poor,Medium,High,64,Unsafe,28.4586,77.508239
18-12-2025,Thursday,21:23,Assault,Poor,Medium,High,69,Unsafe,28.457948,77.505453
31-01-2026,Saturday,02:45,Burglary,Good,High,Low,58,Moderate,28.475976,77.487649
21-04-2025,Monday,00:41,Burglary,Moderate,Medium,Low,70,Unsafe,28.468497,77.509426
26-10-2025,Sunday,03:47,Harassment,Good,Medium,Low,58,Moderate,28.460711,77.511642
25-08-2025,Monday,08:39,Robbery,Good,High,Low,50,Moderate,28.458458,77.497014
15-08-2025,Friday,06:23,Theft,Moderate,High,High,34,Moderate,28.477296,77.491045
22-04-2025,Tuesday,06:54,Burglary,Poor,Medium,Medium,61,Unsafe,28.460896,77.487748
14-06-2025,Saturday,12:45,Harassment,Good,Low,High,46,Moderate,28.458953,77.491543
26-04-2025,Saturday,20:49,Assault,Moderate,Low,Medium,74,Unsafe,28.478537,77.499598
10-02-2026,Tuesday,11:11,Other,Moderate,Low,High,45,Moderate,28.464394,77.49321
29-08-2025,Friday,17:35,Theft,Poor,Medium,High,47,Moderate,28.455049,77.494049
25-02-2026,Wednesday,09:46,Robbery,Good,Low,Medium,58,Moderate,28.460312,77.510827
26-06-2025,Thursday,09:37,Assault,Poor,High,Medium,62,Unsafe,28.479847,77.48891
15-10-2025,Wednesday,18:38,Other,Moderate,High,Medium,35,Moderate,28.464958,77.500151
25-07-2025,Friday,22:00,Theft,Moderate,High,High,39,Moderate,28.461712,77.487952
24-01-2026,Saturday,04:23,Other,Poor,Medium,Low,64,Unsafe,28.457898,77.489315
18-06-2025,Wednesday,05:12,Assault,Good,Medium,Medium,65,Unsafe,28.476721,77.493917
04-02-2026,Wednesday,16:05,Burglary,Moderate,High,High,44,Moderate,28.473506,77.487519
04-12-2025,Thursday,13:03,Harassment,Moderate,Medium,Medium,48,Moderate,28.471618,77.499777
13-05-2025,Tuesday,23:26,Other,Good,Low,Low,54,Moderate,28.463869,77.495236
12-01-2026,Monday,08:59,Harassment,Good,Medium,Low,48,Moderate,28.461296,77.506567
23-02-2026,Monday,06:00,Assault,Moderate,Medium,Medium,61,Unsafe,28.457809,77.494402
25-03-2026,Wednesday,06:18,Theft,Good,High,Medium,32,Moderate,28.469704,77.498921
20-12-2025,Saturday,08:39,Assault,Moderate,High,Low,61,Unsafe,28.477206,77.491592
16-04-2025,Wednesday,23:17,Robbery,Poor,Medium,Low,74,Unsafe,28.471033,77.508131
19-06-2025,Thursday,20:41,Harassment,Moderate,Low,Medium,61,Unsafe,28.460035,77.486151
19-03-2026,Thursday,22:57,Harassment,Good,High,High,37,Moderate,28.458758,77.485978
02-05-2025,Friday,07:06,Robbery,Good,Low,Low,64,Unsafe,28.47103,77.492193
28-10-2025,Tuesday,14:18,Harassment,Good,High,Low,42,Moderate,28.457871,77.503415
06-10-2025,Monday,19:54,Robbery,Good,Low,Medium,63,Unsafe,28.45692,77.503545
28-03-2026,Saturday,07:48,Other,Moderate,Low,High,45,Moderate,28.467378,77.503702
24-02-2026,Tuesday,02:18,Robbery,Moderate,Low,High,70,Unsafe,28.469925,77.498667
26-12-2025,Friday,03:17,Other,Moderate,High,Low,51,Moderate,28.45546,77.507107
16-07-2025,Wednesday,13:26,Assault,Moderate,High,Low,61,Unsafe,28.477153,77.495999
15-09-2025,Monday,07:46,Other,Good,Medium,Low,41,Moderate,28.475279,77.508713
25-03-2026,Wednesday,18:27,Harassment,Poor,Low,High,59,Moderate,28.460192,77.513636
01-07-2025,Tuesday,20:01,Theft,Moderate,High,Medium,43,Moderate,28.465373,77.513283
12-08-2025,Tuesday,03:41,Harassment,Good,Low,Medium,60,Moderate,28.470693,77.495782
04-09-2025,Thursday,01:10,Other,Good,Medium,Medium,45,Moderate,28.477671,77.503891
06-11-2025,Thursday,15:21,Other,Moderate,Low,Low,55,Moderate,28.459572,77.490348
28-03-2026,Saturday,16:10,Harassment,Moderate,Low,Low,62,Unsafe,28.470841,77.50533
30-01-2026,Friday,01:01,Burglary,Moderate,Low,High,68,Unsafe,28.47996,77.51043
19-03-2026,Thursday,14:31,Assault,Moderate,Low,Medium,69,Unsafe,28.455329,77.499189
04-08-2025,Monday,01:19,Assault,Moderate,Medium,High,67,Unsafe,28.457281,77.499622
03-01-2026,Saturday,04:20,Other,Good,Low,Medium,53,Moderate,28.478434,77.485049
23-06-2025,Monday,07:25,Burglary,Good,Low,Medium,56,Moderate,28.465865,77.505736
22-04-2025,Tuesday,18:28,Robbery,Moderate,Medium,Low,62,Unsafe,28.460075,77.5104
19-03-2026,Thursday,20:39,Harassment,Poor,Medium,Medium,60,Moderate,28.467133,77.507146
01-03-2026,Sunday,12:15,Theft,Moderate,High,Low,44,Moderate,28.468687,77.496842
11-11-2025,Tuesday,04:57,Theft,Moderate,Low,Medium,62,Unsafe,28.460167,77.492443
07-01-2026,Wednesday,22:57,Harassment,Moderate,High,High,43,Moderate,28.474211,77.499191
16-11-2025,Sunday,05:12,Robbery,Moderate,High,Low,66,Unsafe,28.47859,77.492139
02-06-2025,Monday,00:59,Other,Good,High,Medium,39,Moderate,28.456518,77.501641
20-09-2025,Saturday,03:51,Theft,Moderate,High,Low,54,Moderate,28.465775,77.497942
28-02-2026,Saturday,01:22,Robbery,Poor,High,Medium,67,Unsafe,28.457925,77.502188
21-05-2025,Wednesday,10:16,Other,Moderate,High,High,31,Moderate,28.469295,77.51327
17-10-2025,Friday,14:41,Other,Poor,Medium,Medium,48,Moderate,28.469614,77.500164
03-09-2025,Wednesday,15:31,Harassment,Poor,Medium,Low,61,Unsafe,28.46395,77.507773
11-04-2025,Friday,06:50,Other,Good,Low,Medium,43,Moderate,28.46275,77.505111
09-01-2026,Friday,10:10,Assault,Poor,Medium,High,64,Unsafe,28.455448,77.492249
17-11-2025,Monday,06:54,Assault,Poor,Medium,Medium,68,Unsafe,28.471606,77.509521
29-07-2025,Tuesday,02:54,Robbery,Good,High,High,50,Moderate,28.476102,77.505732
20-12-2025,Saturday,11:58,Burglary,Moderate,Low,Low,68,Unsafe,28.47509,77.49236
17-07-2025,Thursday,19:57,Burglary,Good,High,Low,53,Moderate,28.462344,77.511419
25-01-2026,Sunday,12:28,Robbery,Poor,High,Low,63,Unsafe,28.465815,77.501574
16-05-2025,Friday,23:48,Assault,Poor,High,Medium,67,Unsafe,28.472952,77.487464
05-01-2026,Monday,08:43,Robbery,Poor,Medium,Medium,63,Unsafe,28.469459,77.514198
01-06-2025,Sunday,03:29,Theft,Moderate,Low,High,58,Moderate,28.479391,77.485724
07-04-2026,Tuesday,01:56,Harassment,Poor,Low,High,69,Unsafe,28.472017,77.506474
09-01-2026,Friday,03:23,Robbery,Good,Medium,Low,66,Unsafe,28.469558,77.495141
29-01-2026,Thursday,17:38,Other,Poor,Medium,Medium,48,Moderate,28.479088,77.493788
28-08-2025,Thursday,07:12,Other,Poor,High,Low,48,Moderate,28.478712,77.496838
08-02-2026,Sunday,16:13,Other,Poor,Low,High,52,Moderate,28.469778,77.505231
21-07-2025,Monday,12:22,Theft,Poor,Low,High,55,Moderate,28.476157,77.492512
04-10-2025,Saturday,10:01,Theft,Moderate,High,High,34,Moderate,28.472079,77.508654
16-11-2025,Sunday,19:51,Theft,Poor,Medium,Low,62,Unsafe,28.463665,77.511563
04-05-2025,Sunday,10:00,Theft,Poor,Medium,Low,57,Moderate,28.477483,77.499359
28-07-2025,Monday,02:16,Robbery,Poor,Low,High,77,Unsafe,28.478364,77.49129
07-09-2025,Sunday,05:05,Assault,Good,Medium,High,61,Unsafe,28.457859,77.497534
25-05-2025,Sunday,03:59,Theft,Good,High,High,38,Moderate,28.469675,77.496332
29-05-2025,Thursday,02:09,Harassment,Good,High,Medium,46,Moderate,28.46836,77.491199
25-09-2025,Thursday,11:24,Robbery,Moderate,Low,Medium,64,Unsafe,28.472847,77.510383
03-01-2026,Saturday,13:20,Harassment,Moderate,High,Low,48,Moderate,28.476151,77.497181
06-09-2025,Saturday,12:16,Harassment,Moderate,Low,Medium,56,Moderate,28.466528,77.50022
12-10-2025,Sunday,21:11,Burglary,Poor,Medium,Low,72,Unsafe,28.458345,77.51386
12-04-2025,Saturday,15:26,Assault,Moderate,Medium,High,57,Moderate,28.474787,77.509512
27-03-2026,Friday,11:03,Robbery,Poor,Low,High,67,Unsafe,28.47077,77.49808
24-09-2025,Wednesday,08:38,Burglary,Poor,Medium,Medium,61,Unsafe,28.479704,77.496852
14-11-2025,Friday,01:13,Theft,Good,Medium,Medium,48,Moderate,28.469063,77.489534
01-05-2025,Thursday,14:28,Robbery,Moderate,Medium,Low,62,Unsafe,28.461844,77.505973
16-08-2025,Saturday,20:15,Burglary,Poor,Medium,High,62,Unsafe,28.474254,77.51489
25-12-2025,Thursday,13:35,Burglary,Moderate,High,Low,54,Moderate,28.477884,77.509894
09-03-2026,Monday,00:10,Theft,Moderate,Low,High,58,Moderate,28.464365,77.508172
10-09-2025,Wednesday,01:35,Assault,Poor,Low,High,82,Unsafe,28.469372,77.485819
04-07-2025,Friday,02:04,Theft,Good,Medium,Medium,48,Moderate,28.467921,77.497455
17-02-2026,Tuesday,19:49,Robbery,Moderate,Low,Low,75,Unsafe,28.455236,77.514438
11-01-2026,Sunday,14:45,Theft,Good,High,Low,38,Moderate,28.476329,77.508281
08-08-2025,Friday,04:57,Burglary,Good,Medium,Low,64,Unsafe,28.456358,77.503758
03-08-2025,Sunday,08:15,Assault,Good,High,High,45,Moderate,28.471511,77.490183
18-10-2025,Saturday,19:24,Robbery,Poor,Low,Medium,76,Unsafe,28.476494,77.504278
05-12-2025,Friday,07:23,Assault,Good,Medium,Low,61,Unsafe,28.461782,77.498079
26-10-2025,Sunday,22:49,Other,Poor,Medium,Medium,53,Moderate,28.473902,77.485402
11-10-2025,Saturday,06:33,Burglary,Poor,Low,Medium,69,Unsafe,28.473,77.507688
04-07-2025,Friday,05:19,Assault,Poor,High,High,68,Unsafe,28.474466,77.488185
17-11-2025,Monday,12:53,Assault,Poor,Medium,Medium,68,Unsafe,28.465458,77.489028
22-11-2025,Saturday,21:08,Theft,Moderate,Low,High,53,Moderate,28.462263,77.507704
23-02-2026,Monday,16:09,Other,Moderate,Medium,High,37,Moderate,28.474856,77.500657
27-10-2025,Monday,10:39,Robbery,Poor,Low,Low,77,Unsafe,28.470775,77.509465
05-12-2025,Friday,00:08,Robbery,Poor,Low,Medium,81,Unsafe,28.463905,77.509959
10-04-2025,Thursday,03:17,Other,Poor,High,Medium,52,Moderate,28.479284,77.50777
29-08-2025,Friday,03:05,Theft,Good,High,Low,48,Moderate,28.461089,77.496924
21-08-2025,Thursday,02:58,Theft,Moderate,High,Low,54,Moderate,28.459102,77.501561
21-09-2025,Sunday,19:27,Theft,Good,Medium,High,39,Moderate,28.469271,77.507247
30-05-2025,Friday,14:34,Burglary,Poor,Medium,High,57,Moderate,28.473779,77.493959
03-06-2025,Tuesday,08:47,Robbery,Poor,Low,High,67,Unsafe,28.458705,77.507968
21-04-2025,Monday,21:09,Assault,Moderate,Low,Medium,74,Unsafe,28.457204,77.512307
18-09-2025,Thursday,23:49,Robbery,Moderate,Medium,High,57,Moderate,28.472521,77.512454
12-07-2025,Saturday,17:22,Other,Moderate,Medium,Medium,41,Moderate,28.457326,77.501329
30-04-2025,Wednesday,13:34,Harassment,Poor,Low,Low,69,Unsafe,28.464604,77.487668
01-09-2025,Monday,16:15,Harassment,Poor,Low,Low,69,Unsafe,28.462144,77.491614
03-01-2026,Saturday,00:02,Other,Good,Low,Medium,53,Moderate,28.472321,77.50301
26-12-2025,Friday,12:43,Theft,Good,Medium,High,34,Moderate,28.465675,77.489456
31-10-2025,Friday,04:03,Assault,Poor,Low,Low,92,Unsafe,28.467269,77.489042
05-12-2025,Friday,21:05,Robbery,Moderate,Medium,Medium,61,Unsafe,28.460081,77.505958
16-05-2025,Friday,10:20,Robbery,Good,Low,High,54,Moderate,28.457855,77.49622
09-10-2025,Thursday,17:25,Assault,Poor,Low,Medium,76,Unsafe,28.478463,77.492919
01-01-2026,Thursday,21:54,Harassment,Moderate,Medium,High,49,Moderate,28.478934,77.51329
03-08-2025,Sunday,18:57,Robbery,Good,High,High,40,Moderate,28.473408,77.511983
19-06-2025,Thursday,12:44,Theft,Moderate,Low,Low,58,Moderate,28.466506,77.51006
10-12-2025,Wednesday,06:19,Assault,Poor,Low,Medium,76,Unsafe,28.462763,77.5051
11-01-2026,Sunday,18:02,Robbery,Good,High,High,40,Moderate,28.469171,77.509023
11-10-2025,Saturday,21:49,Robbery,Good,Medium,Low,61,Unsafe,28.457231,77.496448
05-06-2025,Thursday,00:57,Harassment,Good,Low,High,56,Moderate,28.476641,77.486494
19-03-2026,Thursday,16:08,Robbery,Moderate,Medium,Low,62,Unsafe,28.468156,77.488899
16-09-2025,Tuesday,10:57,Theft,Poor,High,Low,51,Moderate,28.456782,77.505805
10-05-2025,Saturday,21:50,Harassment,Good,Low,High,51,Moderate,28.474208,77.504985
20-01-2026,Tuesday,11:15,Assault,Poor,High,High,58,Moderate,28.468844,77.511305
26-06-2025,Thursday,11:26,Assault,Poor,Medium,Low,74,Unsafe,28.456987,77.497918
22-11-2025,Saturday,21:24,Robbery,Good,Low,High,59,Moderate,28.461324,77.509455
17-05-2025,Saturday,01:58,Harassment,Moderate,Low,Medium,66,Unsafe,28.46036,77.487223
29-01-2026,Thursday,09:39,Harassment,Good,High,High,32,Moderate,28.47631,77.499141
08-06-2025,Sunday,22:34,Other,Good,Low,Medium,48,Moderate,28.476261,77.485638
16-05-2025,Friday,04:20,Theft,Good,Low,Low,62,Unsafe,28.458592,77.497556
26-10-2025,Sunday,04:38,Burglary,Moderate,Medium,Low,70,Unsafe,28.465645,77.49429
29-06-2025,Sunday,03:01,Robbery,Good,High,Low,60,Moderate,28.479019,77.485465
22-04-2025,Tuesday,02:30,Harassment,Poor,Medium,High,61,Unsafe,28.45912,77.491244
14-10-2025,Tuesday,10:16,Robbery,Moderate,High,Low,56,Moderate,28.477105,77.497763
19-10-2025,Sunday,23:10,Other,Moderate,High,Low,46,Moderate,28.470006,77.486563
27-06-2025,Friday,01:06,Harassment,Good,Low,Low,66,Unsafe,28.479157,77.491947
08-02-2026,Sunday,00:55,Theft,Poor,High,Low,61,Unsafe,28.473724,77.491592
22-01-2026,Thursday,06:10,Burglary,Good,Low,Low,62,Unsafe,28.470658,77.485918
25-12-2025,Thursday,22:28,Harassment,Moderate,Low,High,57,Moderate,28.473492,77.506306
30-04-2025,Wednesday,01:07,Assault,Moderate,Low,High,75,Unsafe,28.461212,77.511779
28-08-2025,Thursday,12:57,Assault,Good,Medium,Low,61,Unsafe,28.45855,77.498681
07-09-2025,Sunday,02:07,Robbery,Moderate,Medium,Medium,66,Unsafe,28.477425,77.487521
16-01-2026,Friday,12:39,Theft,Poor,High,High,41,Moderate,28.46436,77.510205
07-07-2025,Monday,23:44,Robbery,Good,Low,Low,69,Unsafe,28.455557,77.510054
25-12-2025,Thursday,16:41,Theft,Poor,Low,Low,65,Unsafe,28.46164,77.500462
14-09-2025,Sunday,11:20,Assault,Poor,Medium,Low,74,Unsafe,28.46124,77.499328
12-09-2025,Friday,15:35,Burglary,Good,Medium,Medium,48,Moderate,28.455873,77.485718
27-06-2025,Friday,08:35,Harassment,Good,High,High,32,Moderate,28.479073,77.4987
21-03-2026,Saturday,03:18,Other,Moderate,Medium,Low,57,Moderate,28.46154,77.499856
26-10-2025,Sunday,17:54,Assault,Good,Low,High,59,Moderate,28.472923,77.507585
19-07-2025,Saturday,13:31,Robbery,Good,High,Low,50,Moderate,28.479233,77.498058
11-01-2026,Sunday,15:22,Other,Poor,Low,High,52,Moderate,28.475139,77.514692
04-05-2025,Sunday,18:38,Assault,Moderate,Medium,Low,67,Unsafe,28.458763,77.504503
31-01-2026,Saturday,07:05,Theft,Good,Low,Medium,46,Moderate,28.470743,77.48878
27-04-2025,Sunday,11:02,Harassment,Moderate,Low,Medium,56,Moderate,28.471351,77.50559
18-03-2026,Wednesday,17:12,Other,Good,Low,High,39,Moderate,28.473522,77.497789
18-08-2025,Monday,18:40,Other,Good,High,Low,35,Moderate,28.468012,77.498904
19-02-2026,Thursday,19:09,Robbery,Good,Low,High,59,Moderate,28.462106,77.507754
26-11-2025,Wednesday,07:19,Harassment,Poor,Medium,Low,61,Unsafe,28.471023,77.491316
30-10-2025,Thursday,16:35,Harassment,Moderate,Medium,Low,54,Moderate,28.468857,77.509959
03-03-2026,Tuesday,23:28,Burglary,Poor,Medium,Low,72,Unsafe,28.475722,77.506288
11-02-2026,Wednesday,00:32,Other,Poor,Medium,Medium,58,Moderate,28.473441,77.488258
07-09-2025,Sunday,04:12,Robbery,Moderate,Medium,High,62,Unsafe,28.459262,77.494697
01-12-2025,Monday,11:30,Assault,Poor,Low,High,72,Unsafe,28.46313,77.508934
09-02-2026,Monday,12:55,Assault,Good,Medium,Low,61,Unsafe,28.47596,77.501344
13-11-2025,Thursday,05:53,Assault,Good,Medium,High,61,Unsafe,28.474187,77.498977
04-12-2025,Thursday,07:46,Burglary,Good,Low,High,52,Moderate,28.477597,77.491
29-05-2025,Thursday,04:54,Burglary,Moderate,Low,Low,78,Unsafe,28.472359,77.494886
21-02-2026,Saturday,20:53,Theft,Moderate,High,Low,49,Moderate,28.474337,77.514584
11-12-2025,Thursday,10:27,Theft,Poor,Medium,Low,57,Moderate,28.465078,77.50761
28-04-2025,Monday,06:05,Harassment,Good,High,Low,42,Moderate,28.479389,77.492695
10-02-2026,Tuesday,16:23,Robbery,Poor,Low,Low,77,Unsafe,28.457916,77.489996
15-12-2025,Monday,18:36,Burglary,Good,High,Low,48,Moderate,28.477196,77.494059
10-09-2025,Wednesday,19:10,Robbery,Moderate,Medium,Medium,61,Unsafe,28.463965,77.506004
30-07-2025,Wednesday,14:19,Assault,Good,Low,Medium,63,Unsafe,28.473888,77.502633
23-08-2025,Saturday,03:50,Other,Moderate,Medium,Low,57,Moderate,28.4573,77.513273
02-03-2026,Monday,03:28,Robbery,Poor,High,Low,73,Unsafe,28.463574,77.505845
21-09-2025,Sunday,16:47,Assault,Good,Low,Medium,63,Unsafe,28.469556,77.499517
12-11-2025,Wednesday,07:10,Assault,Good,Low,High,59,Moderate,28.477698,77.504745
07-07-2025,Monday,13:52,Other,Moderate,High,Low,41,Moderate,28.464447,77.496693
20-08-2025,Wednesday,10:34,Burglary,Moderate,Low,High,58,Moderate,28.477998,77.48948
